"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/02/2025","AQS","240313001","3","3.2","ug/m3 LC","18","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/03/2025","AQS","240313001","3","4.7","ug/m3 LC","26","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/04/2025","AQS","240313001","3","4.2","ug/m3 LC","23","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/05/2025","AQS","240313001","3","6.5","ug/m3 LC","36","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/06/2025","AQS","240313001","3","5.2","ug/m3 LC","29","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/07/2025","AQS","240313001","3","2.7","ug/m3 LC","15","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/08/2025","AQS","240313001","3","3.8","ug/m3 LC","21","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/09/2025","AQS","240313001","3","4.5","ug/m3 LC","25","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/10/2025","AQS","240313001","3","5","ug/m3 LC","28","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/11/2025","AQS","240313001","3","2.9","ug/m3 LC","16","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/12/2025","AQS","240313001","3","2.2","ug/m3 LC","12","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/13/2025","AQS","240313001","3","3.4","ug/m3 LC","19","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/14/2025","AQS","240313001","3","6.9","ug/m3 LC","38","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/15/2025","AQS","240313001","3","5.4","ug/m3 LC","30","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/16/2025","AQS","240313001","3","2","ug/m3 LC","11","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/17/2025","AQS","240313001","3","4.1","ug/m3 LC","23","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/18/2025","AQS","240313001","3","8.7","ug/m3 LC","48","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/19/2025","AQS","240313001","3","11","ug/m3 LC","55","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/20/2025","AQS","240313001","3","5.9","ug/m3 LC","33","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/21/2025","AQS","240313001","3","4.1","ug/m3 LC","23","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/22/2025","AQS","240313001","3","4.8","ug/m3 LC","27","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/23/2025","AQS","240313001","3","4.8","ug/m3 LC","27","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/24/2025","AQS","240313001","3","9.9","ug/m3 LC","52","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/25/2025","AQS","240313001","3","6.3","ug/m3 LC","35","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/26/2025","AQS","240313001","3","5.5","ug/m3 LC","31","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/27/2025","AQS","240313001","3","2.3","ug/m3 LC","13","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/28/2025","AQS","240313001","3","3.7","ug/m3 LC","21","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/29/2025","AQS","240313001","3","6.3","ug/m3 LC","35","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"04/30/2025","AQS","240313001","3","4","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/01/2025","AQS","240313001","3","8.2","ug/m3 LC","46","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/02/2025","AQS","240313001","3","6.2","ug/m3 LC","34","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/03/2025","AQS","240313001","3","4.9","ug/m3 LC","27","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/04/2025","AQS","240313001","3","2.5","ug/m3 LC","14","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/05/2025","AQS","240313001","3","2.6","ug/m3 LC","14","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/06/2025","AQS","240313001","3","1.8","ug/m3 LC","10","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/07/2025","AQS","240313001","3","4","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/08/2025","AQS","240313001","3","4.2","ug/m3 LC","23","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/13/2025","AQS","240313001","3","1.2","ug/m3 LC","7","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/14/2025","AQS","240313001","3","3.2","ug/m3 LC","18","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/15/2025","AQS","240313001","3","2.3","ug/m3 LC","13","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/16/2025","AQS","240313001","3","7.3","ug/m3 LC","41","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/17/2025","AQS","240313001","3","3.7","ug/m3 LC","21","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/18/2025","AQS","240313001","3","2.4","ug/m3 LC","13","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/19/2025","AQS","240313001","3","3.2","ug/m3 LC","18","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/20/2025","AQS","240313001","3","3.6","ug/m3 LC","20","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/21/2025","AQS","240313001","3","2.1","ug/m3 LC","12","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/22/2025","AQS","240313001","3","-0.3","ug/m3 LC","0","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/23/2025","AQS","240313001","3","2.2","ug/m3 LC","12","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/24/2025","AQS","240313001","3","2.4","ug/m3 LC","13","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/25/2025","AQS","240313001","3","2.5","ug/m3 LC","14","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/26/2025","AQS","240313001","3","3.5","ug/m3 LC","19","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/27/2025","AQS","240313001","3","6","ug/m3 LC","33","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/28/2025","AQS","240313001","3","-0.5","ug/m3 LC","0","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/29/2025","AQS","240313001","3","1.9","ug/m3 LC","11","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/30/2025","AQS","240313001","3","3.9","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"05/31/2025","AQS","240313001","3","5.9","ug/m3 LC","33","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/03/2025","AQS","240313001","3","5","ug/m3 LC","28","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/04/2025","AQS","240313001","3","10.7","ug/m3 LC","54","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/05/2025","AQS","240313001","3","12.3","ug/m3 LC","57","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/06/2025","AQS","240313001","3","6.3","ug/m3 LC","35","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/07/2025","AQS","240313001","3","2.1","ug/m3 LC","12","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/08/2025","AQS","240313001","3","7.6","ug/m3 LC","42","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/09/2025","AQS","240313001","3","6.3","ug/m3 LC","35","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/10/2025","AQS","240313001","3","5.7","ug/m3 LC","32","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/11/2025","AQS","240313001","3","11.6","ug/m3 LC","56","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/12/2025","AQS","240313001","3","14.5","ug/m3 LC","61","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/13/2025","AQS","240313001","3","16","ug/m3 LC","64","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/14/2025","AQS","240313001","3","13.4","ug/m3 LC","59","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/15/2025","AQS","240313001","3","3.9","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/16/2025","AQS","240313001","3","-1.2","ug/m3 LC","0","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/17/2025","AQS","240313001","3","2","ug/m3 LC","11","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/18/2025","AQS","240313001","3","1.1","ug/m3 LC","6","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/19/2025","AQS","240313001","3","2","ug/m3 LC","11","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/20/2025","AQS","240313001","3","3","ug/m3 LC","17","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/21/2025","AQS","240313001","3","6","ug/m3 LC","33","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/22/2025","AQS","240313001","3","7.3","ug/m3 LC","41","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/23/2025","AQS","240313001","3","9.2","ug/m3 LC","51","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/24/2025","AQS","240313001","3","10.4","ug/m3 LC","53","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/25/2025","AQS","240313001","3","9","ug/m3 LC","50","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/26/2025","AQS","240313001","3","5.8","ug/m3 LC","32","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/27/2025","AQS","240313001","3","4.6","ug/m3 LC","26","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/28/2025","AQS","240313001","3","3.1","ug/m3 LC","17","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/29/2025","AQS","240313001","3","3.7","ug/m3 LC","21","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"06/30/2025","AQS","240313001","3","6.2","ug/m3 LC","34","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/01/2025","AirNow","240313001","3","6.6","ug/m3 LC","37","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/02/2025","AirNow","240313001","3","2.5","ug/m3 LC","14","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/03/2025","AirNow","240313001","3","9.3","ug/m3 LC","51","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/04/2025","AirNow","240313001","3","9.8","ug/m3 LC","52","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/05/2025","AirNow","240313001","3","17","ug/m3 LC","66","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/06/2025","AirNow","240313001","3","6.5","ug/m3 LC","36","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/07/2025","AirNow","240313001","3","4.1","ug/m3 LC","23","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/08/2025","AirNow","240313001","3","6.5","ug/m3 LC","36","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/09/2025","AirNow","240313001","3","3.9","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/10/2025","AirNow","240313001","3","3.7","ug/m3 LC","21","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/11/2025","AirNow","240313001","3","7.1","ug/m3 LC","39","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/12/2025","AirNow","240313001","3","7.1","ug/m3 LC","39","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/13/2025","AirNow","240313001","3","5.5","ug/m3 LC","31","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
