"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/14/2025","AirNow","240313001","3","4.2","ug/m3 LC","23","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/15/2025","AirNow","240313001","3","3.2","ug/m3 LC","18","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/16/2025","AirNow","240313001","3","4","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/17/2025","AirNow","240313001","3","3.5","ug/m3 LC","19","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/18/2025","AirNow","240313001","3","4.9","ug/m3 LC","27","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/19/2025","AirNow","240313001","3","4.6","ug/m3 LC","26","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/20/2025","AirNow","240313001","3","1.6","ug/m3 LC","9","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/21/2025","AirNow","240313001","3","4.6","ug/m3 LC","26","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/22/2025","AirNow","240313001","3","11.2","ug/m3 LC","55","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/23/2025","AirNow","240313001","3","9.7","ug/m3 LC","52","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/24/2025","AirNow","240313001","3","6.8","ug/m3 LC","38","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/25/2025","AirNow","240313001","3","7.6","ug/m3 LC","42","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/26/2025","AirNow","240313001","3","4.6","ug/m3 LC","26","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/27/2025","AirNow","240313001","3","3.9","ug/m3 LC","22","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/28/2025","AirNow","240313001","3","5.5","ug/m3 LC","31","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/29/2025","AirNow","240313001","3","8","ug/m3 LC","44","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/30/2025","AirNow","240313001","3","10.2","ug/m3 LC","53","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"07/31/2025","AirNow","240313001","3","7.2","ug/m3 LC","40","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"08/01/2025","AirNow","240313001","3","2.3","ug/m3 LC","13","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
"08/02/2025","AirNow","240313001","3","3.6","ug/m3 LC","20","Rockville","1","100.0000","88101","PM2.5 - Local Conditions","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","24","Maryland","031","Montgomery","39.114313","-77.106876"
